21708,Amorphage Infection,50554729,Spell,"","","","","All ""Amorphage"" monsters on the field gain 100 ATK and DEF for each ""Amorphage"" card on the field. If a monster(s) in your hand or you control is Tributed, or destroyed by battle or card effect: You can add 1 ""Amorphage"" card from your Deck to your hand. You can only use this effect of ""Amorphage Infection"" once per turn.",Amorphage,Continuous,"","",""
21709,Amorphage Infection,50554729,Spell,"","","","","All ""Amorphage"" monsters on the field gain 100 ATK and DEF for each ""Amorphage"" card on the field. If a monster(s) in your hand or you control is Tributed, or destroyed by battle or card effect: You can add 1 ""Amorphage"" card from your Deck to your hand. You can only use this effect of ""Amorphage Infection"" once per turn.",Amorphage,Continuous,"","",""
21710,Amorphage Infection,50554729,Spell,"","","","","All ""Amorphage"" monsters on the field gain 100 ATK and DEF for each ""Amorphage"" card on the field. If a monster(s) in your hand or you control is Tributed, or destroyed by battle or card effect: You can add 1 ""Amorphage"" card from your Deck to your hand. You can only use this effect of ""Amorphage Infection"" once per turn.",Amorphage,Continuous,"","",""
21711,Ancient Gear Castle,92001300,Spell,"","","","","All ""Ancient Gear"" monsters gain 300 ATK. Each time a monster is Normal Summoned/Set, place 1 counter on this card. If you Tribute Summon an ""Ancient Gear"" monster face-up, you can Tribute this card instead, if the number of its counters is equal to or greater than the number of required Tribute(s).",Ancient Gear,Continuous,"","",""
21712,Ancient Gear Catapult,44052074,Spell,"","","","","While you control no monsters: Target 1 face-up card you control; destroy it, and if you do, Special Summon 1 ""Ancient Gear"" monster from your Deck, ignoring its Summoning conditions. You can banish this card from your Graveyard, then target 1 face-up card you control; destroy it, and if you do, Special Summon 1 ""Ancient Gear Token"" (Machine-Type/EARTH/Level 1/ATK 0/DEF 0). You can only use 1 ""Ancient Gear Catapult"" effect per turn, and only once that turn.",Ancient Gear,Normal,"","",""
21713,Ancient Gear Drill,67829249,Spell,"","","","","If you control an ""Ancient Gear"" monster: Discard 1 card; Set 1 Spell Card directly from your Deck. This turn, that Spell Card cannot be activated.",Ancient Gear,Normal,"","",""
21714,Ancient Gear Explosive,04446672,Spell,"","","","","Target 1 ""Ancient Gear"" monster you control; destroy it, and if you do, inflict damage to your opponent equal to half its original ATK.",Ancient Gear,Normal,"","",""
21715,Ancient Gear Factory,30435145,Spell,"","","","","Reveal 1 Level 5 or higher ""Ancient Gear"" monster from your hand, then banish a number of ""Ancient Gear"" monsters from your Graveyard, whose combined Levels are double the revealed monster's, and if you do, if you Normal Summon the revealed monster this turn, you must Normal Smmon it without Tributing.",Ancient Gear,Normal,"","",""
21716,Ancient Gear Fist,40830387,Spell,"","","","","Equip only to an ""Ancient Gear"" monster. At the end of the Damage Step, if the equipped monster battled a monster and is still on the field: Destroy the monster it battled.",Ancient Gear,Equip,"","",""
21717,Ancient Gear Fortress,70147689,Spell,"","","","","During the turn they were Normal or Special Summoned, your opponent cannot target ""Ancient Gear"" monsters you control with card effects, and they cannot be destroyed by your opponent's card effects. Your opponent cannot activate cards or effects in response to the activation of ""Ancient Gear"" cards and effects. If this card is destroyed in the Spell & Trap Zone: You can Special Summon 1 ""Ancient Gear"" monster from your hand or Graveyard, also you cannot Special Summon monsters for the rest of this turn, except ""Ancient Gear"" monsters.",Ancient Gear,Continuous,"","",""
21718,Ancient Gear Tank,37457534,Spell,"","","","","Equip only to an ""Ancient Gear"" monster. It gains 600 ATK. When this card is destroyed and sent to the Graveyard: Inflict 600 damage to your opponent.",Ancient Gear,Equip,"","",""
21719,Ancient Gear Workshop,59811955,Spell,"","","","","Target 1 ""Ancient Gear"" monster in your Graveyard; add that target to your hand.",Ancient Gear,Normal,"","",""
21720,Ancient Gear Workshop,59811955,Spell,"","","","","Target 1 ""Ancient Gear"" monster in your Graveyard; add that target to your hand.",Ancient Gear,Normal,"","",""
21721,Ancient Gear Workshop,59811955,Spell,"","","","","Target 1 ""Ancient Gear"" monster in your Graveyard; add that target to your hand.",Ancient Gear,Normal,"","",""
21722,Ancient Gear Workshop,59811955,Spell,"","","","","Target 1 ""Ancient Gear"" monster in your Graveyard; add that target to your hand.",Ancient Gear,Normal,"","",""
21723,Ancient Gear Workshop,59811955,Spell,"","","","","Target 1 ""Ancient Gear"" monster in your Graveyard; add that target to your hand.",Ancient Gear,Normal,"","",""
21724,Ancient Gear Workshop,59811955,Spell,"","","","","Target 1 ""Ancient Gear"" monster in your Graveyard; add that target to your hand.",Ancient Gear,Normal,"","",""
21725,Ancient Gear Workshop,59811955,Spell,"","","","","Target 1 ""Ancient Gear"" monster in your Graveyard; add that target to your hand.",Ancient Gear,Normal,"","",""
21726,Aquarium Lighting,91831066,Spell,"","","","","If an ""Aquaactress"" monster you control battles an opponent's monster, during damage calculation: Your battling monster's ATK and DEF each become double its current ATK and DEF during that damage calculation only. If this card is sent from the field to the Graveyard: You can target 1 Aqua-Type monster in your Graveyard; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Aqua-Type monsters. You can only control 1 ""Aquarium Lighting"".",Aquarium,Continuous,"","",""
21727,Aquarium Set,65446452,Spell,"","","","","All WATER monsters you control gain 300 ATK and DEF. All ""Aquaactress"" monsters you control gain 300 ATK and DEF. If this card is sent from the field to the Graveyard: You can target 1 Aqua-Type monster in your Graveyard; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Aqua-Type monsters.",Aquarium,Continuous,"","",""
21728,Aquarium Stage,29047353,Spell,"","","","","WATER monsters you control cannot be destroyed by battle with a non-WATER monster. ""Aquaactress"" monsters you control are unaffected by your opponent's monster effects. If this card is sent from the field to the Graveyard: You can target 1 Aqua-Type monster in your Graveyard; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Aqua-Type monsters.",Aquarium,Continuous,"","",""
21729,Aquarium Stage,29047353,Spell,"","","","","WATER monsters you control cannot be destroyed by battle with a non-WATER monster. ""Aquaactress"" monsters you control are unaffected by your opponent's monster effects. If this card is sent from the field to the Graveyard: You can target 1 Aqua-Type monster in your Graveyard; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Aqua-Type monsters.",Aquarium,Continuous,"","",""
21730,Archfiend Palabyrinth,63883999,Spell,"","","","","All Fiend-Type monsters you control gain 500 ATK. You can target 1 ""Archfiend"" monster you control; banish 1 other Fiend-Type monster you control, and if you do, Special Summon from your hand, Deck, or Graveyard, 1 ""Archfiend"" monster with same Level as the targeted monster. You can only use this effect of ""Archfiend Palabyrinth"" once per turn.",Archfiend,Field,"","",""
21731,Archfiend's Oath,22796548,Spell,"","","","","Once per turn: You can pay 500 Life Points, then declare 1 card name; excavate the top card of your Deck, and if it is the declared card, add it to your hand. Otherwise, send it to the Graveyard.",Archfiend,Continuous,"","",""
21732,Armed Changer,90374791,Spell,"","","","","Send 1 Equip Spell Card from your hand to the Graveyard to activate this card. If the equipped monster destroys a monster by battle, the controller of this Equip Card can add 1 monster with ATK equal to or less than the equipped monster from their Graveyard to their hand.",Change,Equip,"","",""
21733,Armed Changer,90374791,Spell,"","","","","Send 1 Equip Spell Card from your hand to the Graveyard to activate this card. If the equipped monster destroys a monster by battle, the controller of this Equip Card can add 1 monster with ATK equal to or less than the equipped monster from their Graveyard to their hand.",Change,Equip,"","",""
21734,Armor Ninjitsu Art of Alchemy,16272453,Spell,"","","","","If you control a face-up ""Ninjitsu Art"" card: Destroy all face-up ""Ninjitsu Art"" cards you control, then draw 2 cards.",Ninjitsu Art,Normal,"","",""
21735,Aroma Garden,05050644,Spell,"","","","","Once per turn, if you control an ""Aroma"" monster: You can gain 500 LP, also all monsters you control gain 500 ATK and DEF until the end of your opponent's next turn (even if this card leaves the field). If a face-up ""Aroma"" monster you control is destroyed by battle or card effect and sent to the Graveyard: Gain 1000 LP.",Aroma,Field,"","",""
21736,Array of Revealing Light,69296555,Spell,"","","","","Declare 1 Type of monster. Any monster of the declared Type cannot declare an attack during the turn it is Normal Summoned, Flip Summoned, or Special Summoned.",Protective Seal,Field,"","",""
21737,Artifact Ignition,29223325,Spell,"","","","","Target 1 Spell/Trap Card on the field; destroy that target, and if you do, Set 1 ""Artifact"" monster directly from your Deck to your Spell & Trap Zone as a Spell Card. If this card in its owner's possession is destroyed by an opponent's card: Your opponent skips their next Battle Phase. (You must have an ""Artifact"" monster in your Main Deck to activate this card.)",Artifact,Quick-Play,"","",""
21738,Artifacts Unleashed,56611470,Spell,"","","","","Target 2 ""Artifact"" monsters you control; immediately after this effect resolves, Xyz Summon 1 Xyz Monster using those 2 monsters only, also for the rest of this turn after this card resolves, monsters you control cannot attack, except ""Artifact"" monsters. If this card in its owner's possession is destroyed by an opponent's card: You can reveal 1 Level 5 LIGHT monster in your hand; draw 1 card.",Artifact,Quick-Play,"","",""
21739,Artifacts Unleashed,56611470,Spell,"","","","","Target 2 ""Artifact"" monsters you control; immediately after this effect resolves, Xyz Summon 1 Xyz Monster using those 2 monsters only, also for the rest of this turn after this card resolves, monsters you control cannot attack, except ""Artifact"" monsters. If this card in its owner's possession is destroyed by an opponent's card: You can reveal 1 Level 5 LIGHT monster in your hand; draw 1 card.",Artifact,Quick-Play,"","",""
21740,Asceticism of the Six Samurai,27821104,Spell,"","","","","Target 1 ""Six Samurai"" monster you control; Special Summon 1 ""Six Samurai"" monster from your Deck with the same ATK but a different name, and if you do, destroy it during the End Phase of this turn.",Six Samurai,Quick-Play,"","",""
21741,Asceticism of the Six Samurai,27821104,Spell,"","","","","Target 1 ""Six Samurai"" monster you control; Special Summon 1 ""Six Samurai"" monster from your Deck with the same ATK but a different name, and if you do, destroy it during the End Phase of this turn.",Six Samurai,Quick-Play,"","",""
